"host","region","service","ctlPerf","workload","count","ms","node","ts"
"192.168.0.220","USA","APP","0","4897","168","178","4","1686239275923"
"192.168.0.240","ASI","APP","1","4973","169","93","2","1686239275928"
"192.168.0.180","ASI","index.html","0","7813","266","159","2","1686239275935"
"192.168.0.200","EUR","index.html","1","5726","190","112","5","1686239275938"
"192.168.0.240","EUR","index.html","2","4999","170","51","6","1686239275943"
"192.168.0.180","EUR","index.html","0","7829","267","158","7","1686239275946"
"192.168.0.220","USA","APP","2","4928","169","57","3","1686239275950"
"192.168.0.240","USA","FILE","2","5049","171","65","3","1686239275952"
"192.168.0.190","ASI","FILE","2","7715","262","51","3","1686239275962"
"192.168.0.200","EUR","index.html","0","5743","191","134","6","1686239275965"
"192.168.0.250","ASI","FILE","1","5889","196","99","3","1686239275968"
"192.168.0.180","USA","APP","2","7865","268","43","3","1686239275973"
"192.168.0.220","ASI","APP","0","4953","170","131","2","1686239275977"
"192.168.0.250","ASI","APP","0","5914","197","111","2","1686239275981"
"192.168.0.190","EUR","FILE","0","7753","263","111","5","1686239275985"
"192.168.0.220","EUR","FILE","0","4987","171","121","7","1686239275990"
"192.168.0.250","EUR","index.html","1","5933","198","100","5","1686239275993"
"192.168.0.190","USA","APP","1","7777","264","110","4","1686239275996"
"192.168.0.200","USA","index.html","0","5762","192","110","4","1686239275999"
"192.168.0.250","USA","APP","0","5958","199","126","4","1686239276003"
"192.168.0.190","EUR","index.html","0","7794","265","134","6","1686239276007"
"192.168.0.210","ASI","FILE","1","5249","169","110","2","1686239276010"
"192.168.0.240","EUR","FILE","2","5089","172","57","7","1686239276014"
"192.168.0.180","USA","FILE","1","7910","269","107","3","1686239276021"
"192.168.0.210","EUR","index.html","1","5269","170","88","6","1686239276024"
"192.168.0.250","USA","FILE","1","5993","200","81","4","1686239276027"
"192.168.0.180","USA","APP","2","7946","270","50","4","1686239276030"
"192.168.0.200","ASI","index.html","2","5787","193","55","2","1686239276035"
"192.168.0.230","ASI","index.html","0","5051","162","139","2","1686239276040"
"192.168.0.180","USA","index.html","1","7967","271","81","4","1686239276042"
"192.168.0.220","ASI","APP","0","5017","172","135","3","1686239276046"
"192.168.0.240","ASI","APP","2","5129","173","49","2","1686239276050"
"192.168.0.190","USA","FILE","1","7843","266","93","4","1686239276054"
"192.168.0.210","ASI","FILE","0","5297","171","184","2","1686239276057"
"192.168.0.250","EUR","FILE","0","6027","201","138","4","1686239276060"
"192.168.0.180","ASI","index.html","1","7988","272","82","2","1686239276066"
"192.168.0.220","EUR","APP","0","5041","173","162","4","1686239276069"
"192.168.0.240","ASI","FILE","1","5160","174","87","2","1686239276072"
"192.168.0.180","EUR","FILE","1","8033","273","118","5","1686239276075"
"192.168.0.220","ASI","index.html","0","5061","174","105","1","1686239276079"
"192.168.0.250","EUR","FILE","2","6067","202","77","7","1686239276082"
"192.168.0.180","USA","index.html","2","8059","274","49","3","1686239276085"
"192.168.0.210","USA","APP","0","5328","172","102","3","1686239276089"
"192.168.0.230","USA","FILE","2","5090","163","76","3","1686239276094"
"192.168.0.190","USA","FILE","0","7886","267","143","3","1686239276097"
"192.168.0.210","ASI","FILE","1","5362","173","93","3","1686239276100"
"192.168.0.230","ASI","FILE","0","5124","164","142","1","1686239276103"
"192.168.0.180","ASI","FILE","1","8095","275","114","2","1686239276106"
"192.168.0.200","EUR","FILE","0","5821","194","140","5","1686239276113"
"192.168.0.240","USA","index.html","0","5179","175","107","3","1686239276117"
"192.168.0.180","ASI","APP","1","8123","276","82","3","1686239276120"
"192.168.0.210","ASI","APP","1","5392","174","118","2","1686239276123"
"192.168.0.230","EUR","APP","1","5151","165","104","4","1686239276128"
"192.168.0.180","EUR","APP","2","8162","277","54","6","1686239276130"
"192.168.0.210","USA","APP","1","5419","175","81","4","1686239276133"
"192.168.0.240","ASI","APP","0","5209","176","112","1","1686239276136"
"192.168.0.180","ASI","FILE","0","8207","278","128","3","1686239276139"
"192.168.0.200","EUR","FILE","2","5862","195","44","4","1686239276144"
"192.168.0.230","USA","FILE","1","5191","166","82","4","1686239276147"
"192.168.0.190","EUR","FILE","1","7930","268","92","6","1686239276150"
"192.168.0.220","USA","APP","0","5088","175","148","4","1686239276154"
"192.168.0.250","USA","APP","0","6098","203","150","4","1686239276158"
"192.168.0.180","EUR","APP","1","8233","279","93","5","1686239276161"
"192.168.0.200","EUR","index.html","2","5884","196","66","7","1686239276164"
"192.168.0.250","ASI","index.html","2","6120","204","69","3","1686239276167"
"192.168.0.180","EUR","FILE","1","8264","280","106","7","1686239276170"
"192.168.0.200","EUR","APP","2","5921","197","49","7","1686239276174"
"192.168.0.240","EUR","FILE","2","5243","177","75","4","1686239276178"
"192.168.0.180","EUR","index.html","0","8280","281","160","5","1686239276181"
"192.168.0.210","ASI","index.html","2","5445","176","51","2","1686239276184"
"192.168.0.240","USA","index.html","2","5267","178","59","4","1686239276189"
"192.168.0.190","ASI","index.html","2","7955","269","54","2","1686239276192"
"192.168.0.200","EUR","APP","1","5949","198","115","7","1686239276196"
"192.168.0.230","EUR","index.html","1","5211","167","89","7","1686239276199"
"192.168.0.190","ASI","FILE","2","7989","270","66","1","1686239276204"
"192.168.0.220","ASI","FILE","2","5133","176","51","1","1686239276208"
"192.168.0.250","ASI","FILE","0","6162","205","139","1","1686239276211"
"192.168.0.190","EUR","FILE","0","8038","271","104","6","1686239276214"
"192.168.0.210","ASI","FILE","0","5489","177","125","3","1686239276218"
"192.168.0.230","ASI","index.html","1","5229","168","110","2","1686239276221"
"192.168.0.180","USA","index.html","0","8297","282","143","3","1686239276224"
"192.168.0.200","ASI","FILE","0","5988","199","132","2","1686239276228"
"192.168.0.240","ASI","APP","0","5297","179","124","3","1686239276232"
"192.168.0.180","USA","FILE","1","8327","283","115","3","1686239276236"
"192.168.0.200","ASI","index.html","1","6009","200","79","3","1686239276238"
"192.168.0.240","USA","FILE","0","5330","180","151","3","1686239276241"
"192.168.0.190","ASI","FILE","1","8068","272","97","3","1686239276245"
"192.168.0.200","USA","FILE","2","6045","201","61","4","1686239276250"
"192.168.0.230","EUR","index.html","1","5247","169","110","6","1686239276254"
"192.168.0.190","ASI","index.html","2","8091","273","61","3","1686239276258"
"192.168.0.210","USA","FILE","2","5532","178","61","4","1686239276261"
"192.168.0.250","ASI","FILE","2","6211","206","44","1","1686239276266"
"192.168.0.190","ASI","index.html","2","8119","274","44","2","1686239276271"
"192.168.0.200","USA","FILE","0","6082","202","167","3","1686239276273"
"192.168.0.230","EUR","APP","2","5283","170","48","5","1686239276277"
"192.168.0.190","USA","FILE","0","8159","275","114","3","1686239276282"
"192.168.0.200","EUR","index.html","2","6104","203","66","4","1686239276284"
"192.168.0.240","ASI","index.html","0","5345","181","182","3","1686239276288"
"192.168.0.190","USA","APP","1","8185","276","100","3","1686239276291"
"192.168.0.200","USA","APP","0","6132","204","175","3","1686239276294"
"192.168.0.240","ASI","FILE","1","5385","182","102","1","1686239276298"
"192.168.0.180","ASI","index.html","0","8342","284","196","1","1686239276302"
"192.168.0.210","ASI","FILE","2","5577","179","58","3","1686239276305"
"192.168.0.250","USA","FILE","1","6253","207","94","4","1686239276308"
"192.168.0.180","EUR","FILE","2","8385","285","66","7","1686239276314"
"192.168.0.200","EUR","FILE","1","6164","205","111","4","1686239276317"
"192.168.0.230","EUR","FILE","2","5333","171","51","7","1686239276321"
"192.168.0.190","USA","APP","2","8222","277","48","3","1686239276324"
"192.168.0.220","ASI","index.html","1","5151","177","112","1","1686239276329"
"192.168.0.240","USA","APP","1","5412","183","101","3","1686239276333"
"192.168.0.190","ASI","APP","1","8246","278","97","1","1686239276336"
"192.168.0.210","EUR","FILE","0","5606","180","132","7","1686239276339"
"192.168.0.230","EUR","FILE","1","5364","172","82","5","1686239276344"
"192.168.0.180","ASI","FILE","2","8436","286","53","3","1686239276347"
"192.168.0.200","EUR","APP","1","6191","206","97","7","1686239276351"
"192.168.0.250","USA","APP","0","6276","208","160","4","1686239276354"
"192.168.0.190","EUR","APP","2","8281","279","44","6","1686239276360"
"192.168.0.210","USA","FILE","0","5643","181","177","4","1686239276363"
"192.168.0.250","EUR","FILE","1","6309","209","101","5","1686239276365"
"192.168.0.190","EUR","FILE","0","8309","280","197","5","1686239276368"
"192.168.0.200","EUR","FILE","0","6227","207","109","6","1686239276372"
"192.168.0.250","EUR","FILE","1","6353","210","114","5","1686239276378"
"192.168.0.180","ASI","APP","2","8471","287","45","2","1686239276381"
"192.168.0.220","EUR","FILE","0","5193","178","177","7","1686239276385"
"192.168.0.230","ASI","FILE","2","5414","173","61","2","1686239276390"
"192.168.0.190","USA","APP","2","8339","281","67","4","1686239276393"
"192.168.0.210","USA","FILE","0","5672","182","150","3","1686239276397"
"192.168.0.230","EUR","FILE","1","5444","174","103","5","1686239276400"
"192.168.0.190","USA","FILE","2","8387","282","66","4","1686239276403"
"192.168.0.220","USA","FILE","2","5227","179","63","3","1686239276407"
"192.168.0.250","EUR","FILE","2","6399","211","59","7","1686239276410"
"192.168.0.180","ASI","index.html","0","8490","288","109","2","1686239276413"
"192.168.0.220","ASI","index.html","1","5246","180","95","3","1686239276417"
"192.168.0.230","EUR","FILE","0","5491","175","129","5","1686239276421"
"192.168.0.190","EUR","APP","2","8424","283","62","7","1686239276425"
"192.168.0.200","USA","index.html","0","6244","208","147","3","1686239276428"
"192.168.0.230","EUR","FILE","2","5548","176","43","7","1686239276432"
"192.168.0.190","EUR","FILE","2","8460","284","72","5","1686239276435"
"192.168.0.200","USA","index.html","0","6262","209","123","3","1686239276440"
"192.168.0.230","ASI","index.html","0","5565","177","150","2","1686239276443"
"192.168.0.190","USA","APP","1","8486","285","87","3","1686239276446"
"192.168.0.200","EUR","APP","0","6295","210","114","5","1686239276449"
"192.168.0.250","ASI","FILE","1","6442","212","80","3","1686239276454"
"192.168.0.180","ASI","FILE","1","8528","289","80","3","1686239276458"
"192.168.0.210","ASI","index.html","1","5691","183","97","1","1686239276461"
"192.168.0.250","USA","index.html","2","6466","213","58","4","1686239276464"
"192.168.0.190","EUR","APP","2","8521","286","64","4","1686239276469"
"192.168.0.200","USA","index.html","2","6325","211","41","4","1686239276472"
"192.168.0.240","ASI","index.html","2","5436","184","59","2","1686239276475"
"192.168.0.180","USA","APP","1","8558","290","116","4","1686239276479"
"192.168.0.210","ASI","index.html","0","5707","184","161","3","1686239276483"
"192.168.0.230","USA","index.html","2","5588","178","64","4","1686239276487"
"192.168.0.190","EUR","FILE","2","8569","287","74","4","1686239276490"
"192.168.0.220","ASI","FILE","2","5281","181","63","1","1686239276494"
"192.168.0.250","USA","index.html","1","6486","214","86","3","1686239276496"
"192.168.0.180","USA","APP","2","8588","291","64","3","1686239276501"
"192.168.0.210","ASI","index.html","0","5726","185","107","1","1686239276504"
"192.168.0.250","USA","APP","0","6510","215","167","3","1686239276507"
"192.168.0.180","ASI","index.html","2","8609","292","72","2","1686239276510"
"192.168.0.200","USA","index.html","2","6347","212","68","3","1686239276515"
"192.168.0.240","ASI","FILE","2","5480","185","69","3","1686239276519"
"192.168.0.190","ASI","index.html","2","8590","288","76","1","1686239276522"
"192.168.0.210","USA","index.html","0","5741","186","182","3","1686239276525"
"192.168.0.250","ASI","index.html","1","6529","216","100","2","1686239276529"
"192.168.0.180","USA","APP","2","8635","293","76","3","1686239276533"
"192.168.0.200","ASI","FILE","0","6381","213","133","3","1686239276536"
"192.168.0.240","ASI","FILE","0","5519","186","181","1","1686239276539"
"192.168.0.180","EUR","FILE","2","8687","294","47","5","1686239276542"
"192.168.0.220","USA","FILE","2","5332","182","52","4","1686239276548"
"192.168.0.230","USA","FILE","1","5636","179","99","4","1686239276551"
"192.168.0.180","EUR","APP","2","8715","295","77","7","1686239276554"
"192.168.0.220","ASI","APP","2","5364","183","65","2","1686239276557"
"192.168.0.240","EUR","index.html","1","5537","187","118","5","1686239276564"
"192.168.0.180","ASI","index.html","2","8737","296","68","3","1686239276567"
"192.168.0.220","ASI","FILE","2","5407","184","56","1","1686239276570"
"192.168.0.240","EUR","index.html","1","5559","188","78","6","1686239276573"
"192.168.0.180","EUR","index.html","0","8753","297","177","4","1686239276578"
"192.168.0.220","USA","APP","2","5439","185","71","3","1686239276582"
"192.168.0.250","ASI","FILE","0","6575","217","148","1","1686239276584"
"192.168.0.180","EUR","FILE","0","8798","298","161","7","1686239276588"
"192.168.0.210","EUR","APP","0","5768","187","107","4","1686239276592"
"192.168.0.230","USA","FILE","1","5668","180","119","4","1686239276595"
"192.168.0.190","USA","APP","2","8620","289","73","4","1686239276599"
"192.168.0.210","EUR","FILE","2","5820","188","60","7","1686239276602"
"192.168.0.240","EUR","APP","0","5583","189","184","7","1686239276605"
"192.168.0.190","USA","index.html","2","8640","290","79","4","1686239276610"
"192.168.0.210","EUR","FILE","1","5863","189","86","7","1686239276613"
"192.168.0.240","USA","index.html","2","5605","190","65","3","1686239276616"
"192.168.0.190","ASI","FILE","1","8684","291","117","1","1686239276619"
"192.168.0.200","ASI","APP","2","6414","214","54","3","1686239276622"
"192.168.0.240","ASI","APP","2","5633","191","61","2","1686239276628"
"192.168.0.180","ASI","APP","0","8825","299","161","1","1686239276631"
"192.168.0.200","USA","FILE","2","6466","215","40","4","1686239276634"
"192.168.0.230","USA","APP","2","5711","181","42","4","1686239276638"
"192.168.0.180","ASI","index.html","1","8846","300","81","3","1686239276641"
"192.168.0.200","EUR","index.html","1","6486","216","93","7","1686239276644"
"192.168.0.230","EUR","index.html","0","5728","182","135","4","1686239276647"
"192.168.0.190","USA","FILE","0","8724","292","103","3","1686239276650"
"192.168.0.200","ASI","index.html","2","6509","217","61","1","1686239276656"
"192.168.0.240","EUR","index.html","2","5655","192","65","6","1686239276659"
"192.168.0.180","ASI","FILE","2","8887","301","64","1","1686239276662"
"192.168.0.220","ASI","FILE","0","5480","186","190","2","1686239276666"
"192.168.0.230","EUR","index.html","1","5746","183","109","6","1686239276672"
"192.168.0.180","USA","APP","0","8921","302","103","3","1686239276676"
"192.168.0.210","USA","APP","2","5890","190","67","3","1686239276679"
"192.168.0.240","USA","APP","1","5680","193","119","3","1686239276682"
"192.168.0.180","USA","index.html","1","8943","303","78","3","1686239276689"
"192.168.0.200","USA","APP","2","6540","218","50","3","1686239276693"
"192.168.0.240","EUR","index.html","1","5699","194","95","4","1686239276695"
"192.168.0.190","ASI","APP","2","8761","293","57","2","1686239276699"
"192.168.0.200","EUR","APP","2","6575","219","62","4","1686239276703"
"192.168.0.250","ASI","APP","2","6611","218","44","2","1686239276706"
"192.168.0.180","USA","FILE","0","8977","304","160","4","1686239276711"
"192.168.0.220","EUR","FILE","1","5513","187","118","4","1686239276715"
"192.168.0.250","EUR","index.html","1","6629","219","112","7","1686239276719"
"192.168.0.180","USA","index.html","2","9001","305","58","4","1686239276722"
"192.168.0.220","EUR","index.html","0","5530","188","139","5","1686239276726"
"192.168.0.240","ASI","FILE","2","5740","195","54","2","1686239276728"
"192.168.0.190","EUR","index.html","0","8776","294","186","6","1686239276734"
"192.168.0.210","ASI","index.html","0","5905","191","187","1","1686239276737"
"192.168.0.240","ASI","FILE","1","5776","196","118","3","1686239276740"
"192.168.0.190","EUR","APP","1","8804","295","115","5","1686239276743"
"192.168.0.200","USA","FILE","0","6608","220","169","3","1686239276746"
"192.168.0.240","ASI","APP","0","5810","197","103","2","1686239276750"
"192.168.0.180","USA","FILE","2","9051","306","43","4","1686239276754"
"192.168.0.210","ASI","index.html","1","5924","192","101","3","1686239276757"
"192.168.0.230","ASI","FILE","0","5780","184","141","3","1686239276760"
"192.168.0.190","ASI","index.html","0","8820","296","181","1","1686239276766"
"192.168.0.200","EUR","index.html","2","6630","221","68","4","1686239276769"
"192.168.0.250","ASI","index.html","2","6649","220","79","2","1686239276772"
"192.168.0.180","EUR","FILE","1","9092","307","117","7","1686239276775"
"192.168.0.200","EUR","FILE","0","6664","222","175","5","1686239276779"
"192.168.0.250","EUR","index.html","0","6666","221","137","5","1686239276782"
"192.168.0.180","ASI","APP","2","9124","308","73","3","1686239276785"
"192.168.0.200","USA","index.html","0","6679","223","183","4","1686239276788"
"192.168.0.230","USA","FILE","2","5821","185","50","3","1686239276791"
"192.168.0.180","ASI","FILE","1","9167","309","104","2","1686239276796"
"192.168.0.210","ASI","APP","1","5952","193","116","2","1686239276799"
"192.168.0.240","USA","index.html","0","5827","198","142","4","1686239276802"
"192.168.0.180","EUR","index.html","0","9186","310","110","6","1686239276806"
"192.168.0.220","ASI","APP","2","5565","189","67","2","1686239276810"
"192.168.0.250","USA","APP","1","6700","222","88","4","1686239276813"
"192.168.0.180","EUR","APP","0","9209","311","124","5","1686239276817"
"192.168.0.220","USA","APP","0","5596","190","106","3","1686239276820"
"192.168.0.250","USA","index.html","1","6718","223","112","4","1686239276823"
"192.168.0.190","ASI","index.html","1","8840","297","88","2","1686239276829"
"192.168.0.210","USA","FILE","0","5982","194","189","4","1686239276832"
"192.168.0.240","EUR","APP","1","5862","199","81","4","1686239276835"
"192.168.0.190","EUR","FILE","2","8876","298","62","6","1686239276838"
"192.168.0.220","USA","FILE","0","5625","191","153","3","1686239276843"
"192.168.0.250","ASI","FILE","1","6759","224","98","1","1686239276847"
"192.168.0.180","EUR","index.html","0","9228","312","115","4","1686239276851"
"192.168.0.200","EUR","index.html","2","6703","224","56","7","1686239276854"
"192.168.0.250","ASI","FILE","1","6804","225","105","3","1686239276858"
"192.168.0.180","EUR","FILE","1","9278","313","83","7","1686239276862"
"192.168.0.210","EUR","APP","1","6008","195","88","5","1686239276865"
"192.168.0.240","USA","index.html","0","5878","200","174","4","1686239276868"
"192.168.0.180","EUR","APP","0","9305","314","143","4","1686239276871"
"192.168.0.210","ASI","FILE","2","6042","196","73","3","1686239276876"
"192.168.0.230","EUR","index.html","2","5845","186","59","6","1686239276879"
"192.168.0.190","USA","index.html","1","8895","299","103","3","1686239276882"
"192.168.0.210","ASI","APP","2","6078","197","54","1","1686239276885"
"192.168.0.240","EUR","APP","2","5909","201","58","5","1686239276890"
"192.168.0.190","EUR","FILE","0","8933","300","128","4","1686239276894"
"192.168.0.210","EUR","index.html","1","6096","198","113","6","1686239276897"
"192.168.0.240","EUR","index.html","2","5930","202","72","7","1686239276900"
"192.168.0.180","USA","APP","1","9340","315","81","4","1686239276903"
"192.168.0.200","ASI","APP","2","6736","225","72","2","1686239276908"
"192.168.0.240","ASI","FILE","0","5969","203","138","1","1686239276911"
"192.168.0.190","ASI","FILE","0","8981","301","115","3","1686239276915"
"192.168.0.210","EUR","APP","2","6128","199","53","7","1686239276918"
"192.168.0.250","ASI","APP","0","6834","226","111","1","1686239276923"
"192.168.0.180","EUR","index.html","0","9357","316","148","6","1686239276927"
"192.168.0.220","ASI","index.html","0","5641","192","162","1","1686239276931"
"192.168.0.250","USA","index.html","1","6852","227","110","3","1686239276933"
"192.168.0.190","EUR","FILE","0","9018","302","185","5","1686239276939"
"192.168.0.220","ASI","APP","0","5670","193","114","3","1686239276942"
"192.168.0.240","ASI","index.html","1","5988","204","98","3","1686239276945"
"192.168.0.180","ASI","APP","2","9385","317","68","3","1686239276948"
"192.168.0.210","ASI","FILE","2","6167","200","62","3","1686239276953"
"192.168.0.240","USA","FILE","2","6035","205","59","4","1686239276956"
"192.168.0.180","ASI","APP","2","9421","318","54","1","1686239276959"
"192.168.0.210","USA","FILE","0","6197","201","187","4","1686239276962"
"192.168.0.230","EUR","APP","1","5875","187","86","6","1686239276966"
"192.168.0.190","EUR","index.html","1","9040","303","77","4","1686239276969"
"192.168.0.200","USA","FILE","0","6772","226","124","3","1686239276974"
"192.168.0.240","ASI","FILE","1","6080","206","112","3","1686239276977"
"192.168.0.180","USA","FILE","0","9451","319","179","4","1686239276980"
"192.168.0.220","EUR","index.html","0","5686","194","155","4","1686239276985"
"192.168.0.250","EUR","FILE","2","6887","228","71","7","1686239276988"
"192.168.0.190","USA","index.html","2","9065","304","54","4","1686239276992"
"192.168.0.210","ASI","index.html","1","6217","202","90","1","1686239276995"
"192.168.0.240","USA","index.html","0","6095","207","195","3","1686239277002"
"192.168.0.190","USA","FILE","1","9103","305","89","4","1686239277005"
"192.168.0.220","EUR","APP","2","5716","195","74","6","1686239277009"
"192.168.0.240","ASI","index.html","2","6124","208","43","1","1686239277012"
"192.168.0.190","USA","APP","2","9139","306","64","4","1686239277016"
"192.168.0.220","ASI","APP","0","5746","196","157","1","1686239277020"
"192.168.0.240","USA","index.html","2","6149","209","55","4","1686239277022"
"192.168.0.190","EUR","FILE","1","9186","307","91","5","1686239277025"
"192.168.0.200","EUR","FILE","1","6812","227","94","5","1686239277029"
"192.168.0.240","USA","APP","1","6176","210","96","3","1686239277032"
"192.168.0.190","USA","index.html","1","9204","308","116","3","1686239277035"
"192.168.0.210","ASI","index.html","0","6234","203","143","2","1686239277038"
"192.168.0.230","USA","APP","1","5901","188","107","3","1686239277042"
"192.168.0.180","ASI","APP","2","9488","320","52","2","1686239277047"
"192.168.0.200","USA","APP","0","6837","228","111","4","1686239277051"
"192.168.0.230","USA","FILE","1","5950","189","78","4","1686239277054"
"192.168.0.190","USA","index.html","1","9223","309","102","3","1686239277057"
"192.168.0.220","USA","APP","1","5772","197","81","4","1686239277065"
"192.168.0.230","USA","index.html","2","5973","190","63","3","1686239277068"
"192.168.0.180","USA","APP","1","9521","321","93","3","1686239277071"
"192.168.0.220","USA","FILE","1","5814","198","103","3","1686239277074"
"192.168.0.250","ASI","APP","0","6909","229","136","2","1686239277079"
"192.168.0.190","EUR","APP","1","9254","310","106","4","1686239277082"
"192.168.0.200","USA","index.html","2","6859","229","67","4","1686239277086"
"192.168.0.230","USA","APP","1","6008","191","83","3","1686239277089"
"192.168.0.180","USA","FILE","2","9555","322","72","3","1686239277094"
"192.168.0.220","ASI","index.html","2","5837","199","61","1","1686239277097"
"192.168.0.230","EUR","FILE","1","6051","192","83","7","1686239277100"
"192.168.0.180","ASI","APP","0","9587","323","117","2","1686239277103"
"192.168.0.200","ASI","FILE","2","6908","230","59","3","1686239277105"
"192.168.0.240","USA","APP","0","6207","211","152","3","1686239277111"
"192.168.0.180","ASI","APP","2","9625","324","42","3","1686239277114"
"192.168.0.200","EUR","APP","1","6941","231","96","4","1686239277117"
"192.168.0.230","USA","FILE","0","6081","193","110","4","1686239277120"
"192.168.0.180","EUR","FILE","1","9658","325","116","6","1686239277127"
"192.168.0.210","EUR","index.html","1","6254","204","94","5","1686239277131"
"192.168.0.250","EUR","FILE","2","6954","230","43","7","1686239277134"
"192.168.0.190","EUR","index.html","1","9276","311","77","4","1686239277138"
"192.168.0.200","USA","FILE","2","6988","232","71","4","1686239277142"
"192.168.0.240","EUR","index.html","2","6236","212","43","4","1686239277145"
"192.168.0.190","ASI","FILE","2","9322","312","50","1","1686239277148"
"192.168.0.210","ASI","FILE","1","6296","205","106","2","1686239277151"
"192.168.0.240","EUR","APP","1","6268","213","117","5","1686239277156"
"192.168.0.190","USA","APP","1","9349","313","93","3","1686239277159"
"192.168.0.210","ASI","index.html","2","6319","206","60","2","1686239277162"
"192.168.0.250","EUR","FILE","0","6991","231","104","5","1686239277165"
"192.168.0.180","EUR","APP","2","9694","326","52","5","1686239277170"
"192.168.0.220","USA","index.html","2","5858","200","74","3","1686239277173"
"192.168.0.250","ASI","index.html","1","7010","232","103","1","1686239277176"
"192.168.0.180","EUR","FILE","2","9745","327","53","7","1686239277179"
"192.168.0.210","ASI","index.html","1","6337","207","108","3","1686239277182"
"192.168.0.230","EUR","APP","2","6119","194","54","5","1686239277189"
"192.168.0.180","EUR","APP","1","9773","328","88","5","1686239277192"
"192.168.0.200","EUR","index.html","1","7008","233","93","6","1686239277195"
"192.168.0.240","ASI","APP","0","6296","214","110","1","1686239277199"
"192.168.0.180","USA","index.html","2","9802","329","42","4","1686239277204"
"192.168.0.220","EUR","index.html","1","5877","201","95","7","1686239277207"
"192.168.0.240","ASI","FILE","2","6336","215","65","1","1686239277210"
"192.168.0.180","ASI","FILE","2","9853","330","66","3","1686239277213"
"192.168.0.210","EUR","FILE","2","6391","208","54","4","1686239277217"
"192.168.0.240","ASI","APP","2","6367","216","50","3","1686239277220"
"192.168.0.190","USA","FILE","1","9381","314","117","3","1686239277224"
"192.168.0.210","ASI","index.html","2","6412","209","72","2","1686239277227"
"192.168.0.250","ASI","FILE","1","7041","233","94","3","1686239277230"
"192.168.0.190","EUR","APP","0","9407","315","134","4","1686239277235"
"192.168.0.200","ASI","FILE","0","7040","234","137","3","1686239277238"
"192.168.0.250","USA","APP","2","7066","234","77","4","1686239277241"
"192.168.0.180","USA","FILE","2","9891","331","54","4","1686239277245"
"192.168.0.220","ASI","index.html","0","5894","202","140","2","1686239277252"
"192.168.0.250","EUR","index.html","1","7084","235","109","7","1686239277254"
"192.168.0.190","EUR","index.html","1","9426","316","103","6","1686239277258"
"192.168.0.200","USA","FILE","0","7066","235","187","4","1686239277260"
"192.168.0.240","ASI","index.html","0","6384","217","142","1","1686239277266"
"192.168.0.190","ASI","index.html","1","9444","317","116","2","1686239277271"
"192.168.0.210","USA","FILE","0","6446","210","163","3","1686239277274"
"192.168.0.240","ASI","FILE","1","6419","218","80","2","1686239277277"
"192.168.0.190","ASI","APP","0","9473","318","199","2","1686239277281"
"192.168.0.210","USA","FILE","2","6484","211","51","4","1686239277284"
"192.168.0.230","ASI","APP","2","6153","195","60","2","1686239277288"
"192.168.0.180","ASI","index.html","1","9909","332","116","2","1686239277291"
"192.168.0.210","USA","index.html","2","6505","212","74","3","1686239277293"
"192.168.0.230","ASI","FILE","1","6188","196","100","3","1686239277298"
"192.168.0.190","ASI","index.html","2","9500","319","47","2","1686239277301"
"192.168.0.210","USA","APP","1","6529","213","106","4","1686239277304"
"192.168.0.230","ASI","FILE","2","6226","197","66","2","1686239277307"
"192.168.0.190","USA","index.html","1","9522","320","77","3","1686239277314"
"192.168.0.210","EUR","APP","0","6552","214","150","5","1686239277317"
"192.168.0.240","USA","FILE","0","6464","219","172","3","1686239277320"
"192.168.0.190","EUR","APP","0","9549","321","153","5","1686239277323"
"192.168.0.220","ASI","APP","2","5930","203","43","1","1686239277328"
"192.168.0.230","EUR","FILE","2","6282","198","45","7","1686239277332"
"192.168.0.190","ASI","index.html","2","9571","322","68","2","1686239277335"
"192.168.0.220","USA","index.html","1","5949","204","103","4","1686239277338"
"192.168.0.250","EUR","FILE","2","7126","236","55","6","1686239277342"
"192.168.0.180","ASI","index.html","1","9927","333","109","1","1686239277346"
"192.168.0.210","EUR","APP","2","6588","215","68","6","1686239277350"
"192.168.0.230","USA","index.html","1","6302","199","94","3","1686239277353"
"192.168.0.180","ASI","APP","2","9963","334","54","2","1686239277357"
"192.168.0.210","EUR","FILE","1","6629","216","90","6","1686239277360"
"192.168.0.250","ASI","index.html","1","7146","237","90","3","1686239277363"
"192.168.0.190","EUR","FILE","1","9614","323","77","7","1686239277367"
"192.168.0.210","EUR","index.html","0","6645","217","179","6","1686239277370"
"192.168.0.230","EUR","APP","2","6340","200","41","5","1686239277377"
"192.168.0.180","EUR","index.html","2","9988","335","54","4","1686239277380"
"192.168.0.220","ASI","FILE","2","5997","205","64","3","1686239277384"
"192.168.0.240","USA","APP","2","6494","220","66","4","1686239277388"
"192.168.0.190","EUR","index.html","1","9632","324","107","4","1686239277391"
"192.168.0.200","ASI","APP","2","7100","236","77","1","1686239277394"
"192.168.0.250","USA","index.html","0","7162","238","154","3","1686239277398"
"192.168.0.190","USA","FILE","0","9678","325","146","3","1686239277401"
"192.168.0.210","USA","APP","2","6677","218","73","4","1686239277406"
"192.168.0.240","EUR","APP","0","6517","221","159","4","1686239277409"
"192.168.0.180","ASI","index.html","0","10003","336","196","3","1686239277413"
"192.168.0.220","ASI","index.html","0","6016","206","111","2","1686239277416"
